acuracia,precisao,revocacao,f1,especificidade_media,experimento,modelo,epochs,batch,lr0
0.8237907206317868,0.8103271118493435,0.8237907206317868,0.8094364093549741,0.9507940699201591,base,yolov8n-cls.pt,10,32,0.01
0.8237907206317868,0.8103271118493435,0.8237907206317868,0.8094364093549741,0.9507940699201591,epochs_5,yolov8n-cls.pt,10,32,0.01
0.8321816386969397,0.8180562744003992,0.8321816386969397,0.8207599855250463,0.9556689201374047,epochs_20,yolov8n-cls.pt,15,32,0.01
0.8218163869693978,0.8065380515979065,0.8218163869693978,0.8081471734735469,0.9518732052094226,batch_16,yolov8n-cls.pt,10,16,0.01
0.8292201382033564,0.8164186263746248,0.8292201382033564,0.816075652539853,0.9533018204678857,batch_64,yolov8n-cls.pt,10,64,0.01
0.8237907206317868,0.8103271118493435,0.8237907206317868,0.8094364093549741,0.9507940699201591,lr_0001,yolov8n-cls.pt,10,32,0.001
0.8237907206317868,0.8103271118493435,0.8237907206317868,0.8094364093549741,0.9507940699201591,lr_005,yolov8n-cls.pt,10,32,0.05
0.8460019743336624,0.8343986987145465,0.8460019743336624,0.8383002848057818,0.9610835287674698,modelo_s,yolov8s-cls.pt,10,32,0.01
